NCH_SYMBOL, NCH_PREV_NAME, NCH_NEW_NAME, NCH_DT
RMFFM26CDG,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - DSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl C - DSP-GO,23-JUN-2016
RMFFM26CRD,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - RSP-DPO,Invesco MF - Invesco India FMP Sr 26 Pl C - RSP-DPO,23-JUN-2016
RMFFM26CRG,Religare Inv MF - Religare Inv FMP Sr 26 Pl C - RSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl C - RSP-GO,23-JUN-2016
RMFFM26EDG,Religare Inv MF - Religare Inv FMP Sr 26 Pl E - DSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl E - DSP-GO,23-JUN-2016
RMFFM26ERG,Religare Inv MF - Religare Inv FMP Sr 26 Pl E - RSP-GO,Invesco MF - Invesco India FMP Sr 26 Pl E - RSP-GO,23-JUN-2016
RMFFM27ADG,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A DSP - G,Invesco MF - Invesco India FMP Sr. 27 Plan A DSP - G,23-JUN-2016
RMFFM27ARD,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A RSP - DP,Invesco MF - Invesco India FMP Sr. 27 Plan A RSP - DP,23-JUN-2016
RMFFM27ARG,Religare Invesco MF - Religare Invesco FMP Sr. 27 Plan A RSP - G,Invesco MF - Invesco India FMP Sr. 27 Plan A RSP - G,23-JUN-2016
RMFFM27CDG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - DSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - DSP-GO,23-JUN-2016
RMFFM27CRG,Religare Inv MF - Religare Inv FMP Sr 27 Pl C - RSP-GO,Invesco MF - Invesco India FMP Sr 27 Pl C - RSP-GO,23-JUN-2016
RMFFMP15ED,Religare Mutual Fund - Religare FMP XV  Plan E - Dividend Payout,Religare Invesco FMP - Series 15- Plan E - Dividend,04-JUL-2013
RMFFMP15EG,Religare Mutual Fund - Religare FMP XV  Plan E - Growth,Religare Invesco FMP - Series 15- Plan E - Growth,04-JUL-2013
RMFFMP15FD,Religare Mutual Fund - Religare FMP XV  Plan F - Dividend Payout,Religare Invesco FMP - Series 15- Plan F - Dividend,04-JUL-2013
RMFFMP15FG,Religare Mutual Fund - Religare FMP XV  Plan F - Growth,Religare Invesco FMP - Series 15- Plan F - Growth,04-JUL-2013
RMFFMP16CD,Religare Mutual Fund - Religare FMP - SXVI - Plan C - DP,Religare Invesco FMP - Series 16- Plan C - Dividend,04-JUL-2013
RMFFMP16CG,Religare Mutual Fund - Religare FMP - SXVI - Plan C - Grw,Religare Invesco FMP - Series 16- Plan C - Growth,04-JUL-2013
RMFFMP16DD,Religare Mutual Fund - Religare FMP SXVI - Plan D - DP,Religare Invesco FMP - Series 16- Plan D - Dividend,04-JUL-2013
RMFFMP16DG,Religare Mutual Fund - Religare FMP SXVI - Plan D - Grw,Religare Invesco FMP - Series 16- Plan D - Growth,04-JUL-2013
RMFFMP19CG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - GO,23-JUN-2016
RMFFMP19FG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - GO,23-JUN-2016
RMFM19CDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl C - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl C - DP-GO,23-JUN-2016
RMFM19FDIG,Religare Inv MF - Religare Inv FMP - Sr XIX - Pl F - DP-GO,Invesco MF - Invesco India FMP - Sr XIX - Pl F - DP-GO,23-JUN-2016
RMFMP20BDG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - DP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - DP-GO,23-JUN-2016
RMFMP20BRD,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-DPO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-DPO,23-JUN-2016
RMFMP20BRG,Religare Inv MF - Religare Inv FMP Sr XX Pl B - RP-GO,Invesco MF - Invesco India FMP Sr XX Pl B - RP-GO,23-JUN-2016
RMFMP22FDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - DP-GO,23-JUN-2016
RMFMP22FRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl F - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl F - RP-GO,23-JUN-2016
RMFMP22GDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - DP-GO,23-JUN-2016
RMFMP22HRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl H - RP-GO,23-JUN-2016
RMFMP22LDG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - DP-GO,23-JUN-2016
RMFMP22LRG,Religare Inv MF - Religare Inv FMP Sr 22 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 22 Pl L - RP-GO,23-JUN-2016
RMFMP23ADG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - DP-GO,23-JUN-2016
RMFMP23ARD,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-DPO,23-JUN-2016
RMFMP23ARG,Religare Inv MF - Religare Inv FMP Sr 23 Pl A - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl A - RP-GO,23-JUN-2016
RMFMP23EDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - DP-GO,23-JUN-2016
RMFMP23ERG,Religare Inv MF - Religare Inv FMP Sr 23 Pl E - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl E - RP-GO,23-JUN-2016
RMFMP23HDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - DP-GO,23-JUN-2016
RMFMP23HRD,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-DPO,23-JUN-2016
RMFMP23HRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl H - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl H - RP-GO,23-JUN-2016
RMFMP23JDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - DP-GO,23-JUN-2016
RMFMP23JRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl J - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl J - RP-GO,23-JUN-2016
RMFMP23LDG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - DP-GO,23-JUN-2016
RMFMP23LRG,Religare Inv MF - Religare Inv FMP Sr 23 Pl L - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl L - RP-GO,23-JUN-2016
RMFMP23ODD,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-DPO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-DPO,23-JUN-2016
RMFMP23ODG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - DP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - DP-GO,23-JUN-2016
RMFMP23ORG,Religare Inv MF - Religare Inv FMP Sr 23 Pl O - RP-GO,Invesco MF - Invesco India FMP Sr 23 Pl O - RP-GO,23-JUN-2016
RNAVAL,Reliance Defence and Engineering Limited,Reliance Naval and Engineering Limited,18-SEP-2017
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Limited,07-JUL-1999
ROOFITIND,ROOFIT INDUSTRIES LTD,Roofit Industries Ltd,07-JUL-1999
RPGCABLES,RPG Telecom Ltd,RPG Cables Limited,03-FEB-1998
RPGTLTD,SAE (India) Ltd,RPG Transmission Limited,07-APR-1997
RPSGVENT,CESC Ventures Limited,RPSG VENTURES LIMITED,01-FEB-2021
RRMEDIPHAR,R R MEDI PHARMA LTD,Wockhardt Health Care Limited,26-DEC-1996
RSSOFTWARE,RS Software Ltd.,R. S. Software (India) Limited,15-JUN-2006
RSWM,Rajasthan Spg. & Wvg. Mills Ltd.,RSWM Limited,01-SEP-2006
RTNINDIA,RattanIndia Infrastructure Limited,RattanIndia Enterprises Limited,07-APR-2021
RTNPOWER,Indiabulls Power Limited,RattanIndia Power Limited,20-NOV-2014
SAKHTISUG,Sakthi Sugars Ltd.,Sakthi Sugars Limited,01-MAY-1996
SAMBHAAV,Pearl Energy & Infrastructures Ltd.,Sambhaav Media Limited,19-NOV-2001
SANDESH,Sandesh Ltd,The Sandesh Limited,26-NOV-2002
SANOFI,Aventis Pharma Limited,Sanofi India Limited,11-JUL-2012
SANWARIA,Sanwaria Agro Oils Limited,Sanwaria Consumer Limited,13-SEP-2017
SANWARIA,Sanwaria Agro Oils Limited,Sanwaria Consumer Limited,13-SEP-2017
SAREGAMA,The Gramophone Company of India Limited,SAREGAMA INDIA LIMITED,02-JAN-2001
SASKEN,Sasken Communication Technologies Limited,Sasken Technologies Limited,08-MAR-2017
SASTASUNDR,Microsec Financial Services Limited,Sastasundar Ventures Limited,22-NOV-2016
SAURASHCEM,Saurashtra Cement & Chemical Industries Ltd,Saurashtra Cement Limited,11-AUG-1999
SBNPPFTP07,Sundaram BNP Paribas FTP-Ser R-18Mths -Dividend Payout Option,Sundaram Mutual Fund - Sundaram FTP R - Dividend Payout Option,26-NOV-2010
SBNPPFTP08,Sundaram BNP Paribas FTP-Ser R-18Mths-Growth Option,Sundaram Mutual Fund - Sundaram FTP R - Growth Option,26-NOV-2010
SBNPPFTP09,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Dividend,Sundaram Mutual Fund - Sundaram FTP S - Dividend Payout Option,26-NOV-2010
SBNPPFTP10,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-S-Growth Opt,Sundaram Mutual Fund - Sundaram FTP S - Growth Option,26-NOV-2010
SBNPPFTP11,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Y- Div PO,Sundaram Mutual Fund - Sundaram FTP Y - Dividend Payout Option,26-NOV-2010
SBNPPFTP12,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Y-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Y - Growth Option,26-NOV-2010
SBNPPFTP13,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -Z- Div PO,Sundaram Mutual Fund - Sundaram FTP Z - Dividend Payout Option,26-NOV-2010
SBNPPFTP14,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-Z-Grwth Opt,Sundaram Mutual Fund - Sundaram FTP Z - Growth Option,26-NOV-2010
SBNPPFTP15,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AA- Divd.,Sundaram Mutual Fund - Sundaram FTP AA - Dividend Payout Option,26-NOV-2010
SBNPPFTP16,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AA-Grwth,Sundaram Mutual Fund - Sundaram FTP AA - Growth Option,26-NOV-2010
SBNPPFTP17,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Divd.,Sundaram Mutual Fund - Sundaram FTP U - Dividend Payout Option,26-NOV-2010
SBNPPFTP18,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -U- Growth,Sundaram Mutual Fund - Sundaram FTP U - Growth Option,26-NOV-2010
SBNPPFTP19,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP -AN- DPO,Sundaram Mutual Fund - Sundaram FTP AN - Dividend Payout Option,26-NOV-2010
SBNPPFTP20,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP-AN-GO,Sundaram Mutual Fund - Sundaram FTP AN - Growth Option,26-NOV-2010
SBNPPFTP21,Sundaram BNP Paribas Mutual Fund- Sundaram BNP Paribas FTP AO- DPO,Sundaram Mutual Fund - Sundaram FTP AO - Dividend Payout Option,26-NOV-2010
SBNPPFTP22,Sundaram BNP Paribas Mutual Fund-Sundaram BNP Paribas FTP AO-GO,Sundaram Mutual Fund - Sundaram FTP AO - Growth Option,26-NOV-2010
SCHAEFFLER,FAG Bearings India Limited,Schaeffler India Limited,01-AUG-2017
SEAMECLTD,South East Asia Marine Engineering & Construction Limited,Seamec Limited,17-JUL-2007
SECURKLOUD,8K Miles Software Services Limited,SECUREKLOUD TECHNOLOGIES LIMITED,20-JAN-2021
SETFGOLD,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option,SBI-ETF Gold,24-NOV-2015
SETFNIF50,SBI Mutual Fund - SBI-ETF Nifty,SBI-ETF Nifty 50,24-NOV-2015
SETFNIFBK,SBI Mutual Fund - SBI ETF Banking - SBI-ETF Banking,SBI-ETF Nifty Bank,24-NOV-2015
SETFNN50,SBI Mutual Fund - SBI-ETF Nifty Jr. - SBI-ETF Nifty Junior,SBI-ETF Nifty Next 50,24-NOV-2015
SETUINFRA,Prakash Constrowell Limited,Setubandhan Infrastructure Limited,30-JUL-2019
SEZALGLASS,Sejal Architectural Glass Limited,Sezal Glass Limited,14-JUL-2010
SGBNOV23,Sovereign Gold Bonds 2.75% GB 2023 Tr-1,SOVEREIGN GOLD BONDS 2.75% GB 2023 TR-I,15-SEP-2016
SGJHL,Shree Ganesh Jewellery House Limited,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,03-APR-2013
SGL,Shivalik Global Limited,STL Global Limited,04-JAN-2008
SHARIABEES,Reliance ETF Shariah BeES,NIPPON INDIA ETF SHARIAH BEES,30-OCT-2019
SHARTSEFOD,Sharat Seafoods Ltd,Sharat Industries Limited,09-JUL-1997
SHASUNPHAR,Shasun Chemicals and Drugs Limited,Shasun Pharmaceuticals Limited,28-JAN-2011
SHIRPUR-G,Agee Gold Refiners Limited,Shirpur Gold Refinery Limited,17-JAN-2013
SHIVTEX,Annamallai Finance Ltd,Shiva Texyarn Limited,12-SEP-2003
SHOPERSTOP,Shopper's Stop Limited,Shoppers Stop Limited,04-JUL-2011
SHRADHA,Shradha Infraprojects (Nagpur) Limited,Shradha Infraprojects Limited,14-FEB-2019
SHREECEM,Shree Cements Limited,SHREE CEMENT LIMITED,04-JAN-2018
SHREEKRPET,Shree Krishna Petro Yarns Ltd,Eskay K'n'IT (India) Limited,26-JUL-2000
SHREEKRPOL,Shree Krishna Polyester Ltd,KRISHNA LIFESTYLE TECHNOLOGIES LIMITED,25-OCT-2000
SHREYAS,Shreyas Shipping Ltd,Shreyas Shipping & Logistics Limited,03-APR-2006
SHRIASTER,Aster Silicates Limited,SHRI ASTER SILICATES LIMITED,03-FEB-2014
SICAL,South India Corporation (Agencies) Limited,Sical Logistics Limited,16-MAR-2006
SIEL,SHRIRAM INDUSTRIAL ENTERPRISES LTD,SIEL Limited,04-JUL-1996
SIGROUPIND,Schenectady Herdillia Limited,SI Group - India Limited,28-NOV-2006
SILINV,Sutlej Industries Ltd.,SIL Investments Limited,21-JUN-2007
SILVERLINE,Silverline Industries Ltd,SILVERLINE TECHNOLOGIES LTD,14-MAR-2001
SIMBHSUGAR,The Simbhaoli Sugar Mills Limited,Simbhaoli Sugars Limited,04-OCT-2006
SIMPLEXINF,Simplex Concrete Piles (I) Ltd,Simplex Infrastructures Limited,21-DEC-2005
SIS,Security and Intelligence Services (India) Limited,SIS LIMITED,29-JAN-2021
SITINET,Siti Cable Network Limited,Siti Networks Limited,17-AUG-2016
SKFINDIA,SKF Bearings (India) Ltd.,SKF India Limited,20-OCT-2004
SKIL,Horizon Infrastructure Limited,SKIL Infrastructure Limited,24-MAR-2014
SKSIND,SKS Industries Ltd,SKS LIMITED,04-JUL-1996
SKUMARSYNF,S Kumar's Synfab Ltd.,S. Kumars Nationwide Limited,29-NOV-2000
SKUPOWER,S. Kumars Power Corporation Limited,Induj Enertech Limited,31-MAY-2000
SMARTLINK,Smartlink Network Systems Limited,Smartlink Holdings Limited,11-MAY-2018
SMLISUZU,Swaraj Mazda Limited,SML Isuzu Limited,17-JAN-2011
SMPL,Sujana Metal Products Limited,Splendid Metal Products Limited,17-FEB-2017
SOBHA,Sobha Developers Limited,Sobha Limited,18-NOV-2014
SOLARINDS,Solar Explosives Limited,Solar Industries India Limited,13-APR-2009
SOMANYCERA,SPL Ltd.,Somany Ceramics Limited,21-MAR-2007
SORILINFRA,Store One Retail India Limited,SORIL Infra Resources Limited,10-JAN-2017
SOTL,Savita Chemicals Ltd,Savita Oil Technologies Limited,24-AUG-2009
SPECIALSTL,Special Steels Ltd,Tata SSL Limited,30-OCT-1996
SPECTACLE,Spectacle Infotek Limited,Spectacle Ventures Limited,17-DEC-2013
SPICEJET,Modi Luft Limited,SPICEJET LTD,19-AUG-2019
SPICELEC,SPIC Electronics And Systems Ltd.,SPEL Semiconductor Limited,23-AUG-2000
SPICFINE,SPIC Fine Chemicals Ltd,Henkel Spic India Limited,26-JUN-1996
SPMLINFRA,Subhash Projects & Marketing Limited,SPML Infra Limited,14-MAY-2010
SQRDSFWARE,Square D Software Ltd,DSQ Software Limited,15-APR-1997
SQUAREDBIO,DSQ Biotech Ltd.,Origin Agrostar Limited,22-OCT-2001
SREINFRA,Srei International Finance Ltd,SREI Infrastructure Finance Limited,05-OCT-2004
SRFFINANCE,SRF Finance Ltd,GE Capital Transportation Financial Services Limited,26-NOV-1997
SRIPIPES,Lanco Industries Limited,Srikalahasthi Pipes Limited,17-DEC-2014
SSLFINANCE,SSL Finance Ltd.,Archana Software Limited,31-AUG-1999
STAR,Strides Shasun Limited,Strides Pharma Science Limited,17-AUG-2018
STEL,Sentinel Tea and Exports Limited,Stel Holdings Limited,08-NOV-2011
STERLINBIO,Sterling Tea And Industries Ltd,STERLING BIOTECH LTD,02-MAY-2001
STLTECH,Sterlite Optical Technologies Limited,Sterlite Technologies Limited,17-DEC-2007
SUBCAPCITY,SUBHASH CAPITAL CITY LIMITED,International Constructions Limited,12-AUG-1998
SUBEX,Subex Azure Limited,Subex Limited,28-JAN-2008
SUDAR,Sudar Garments Limited,Sudar Industries Limited,18-SEP-2012
SUMMIT,KEC Infrastructures Limited,Summit Securities Limited,21-APR-2008
SUNFLAG,Sunflag Iron And Steel Co. Ltd,Sunflag Iron And Steel Company Limited,30-SEP-2005
SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sun Pharmaceutical Industries Limited,31-MAR-2017
SUNTV,Sun TV Limited,Sun TV Network Limited,24-APR-2007
SUPREMETEX,Supreme Yarns Limited,Supreme Tex Mart Limited,15-FEB-2008
SURANASOL,Surana Ventures Limited,SURANA SOLAR LIMITED,19-NOV-2014
SURANAT&P,Surana Telecom Ltd.,Surana Telecom and Power Limited,08-FEB-2010
SUULD,Suumaya Lifestyle Limited,Suumaya Industries Limited,02-FEB-2021
SVOGL,Shiv-Vani Oil & Gas Exploration Services Limited,SVOGL OIL GAS AND ENERGY LIMITED,23-OCT-2015
SWELECTES,Numeric Power Systems Limited,Swelect Energy Systems Limited,09-JUL-2012
TALWGYM,Talwalkars Lifestyles Limited,Talwalkars Healthclubs Limited,16-JAN-2019
TANLA,Tanla Solutions Limited,Tanla Platforms Limited,04-NOV-2020
TARC,Anant Raj Global Limited,TARC Limited,03-JUN-2021
TARMAT,Roman Tarmat Limited,Tarmat Limited,12-SEP-2012
TATACOFFEE,Consolidated Coffee Ltd,TATA COFFEE LIMITED,30-AUG-2000
TATACOMM,Videsh Sanchar Nigam Ltd.,Tata Communications Limited,13-FEB-2008
TATACONSUM,Tata Global Beverages Limited,TATA CONSUMER PRODUCTS LIMITED,27-FEB-2020
TATAINFO,Tata Infomedia Ltd,Infomedia India Limited,15-MAR-2004
TATAINVEST,INVESTMENT CORPORATION OF INDIA LTD.,Tata Investment Corporation Limited,04-JUL-1996
TATAMOTORS,Tata Engineering And Locomotive Co. Ltd.,Tata Motors Limited,24-NOV-2003
TATASTEEL,Tata Iron and Steel Co. Ltd.,Tata Steel Limited,17-OCT-2005
TATASTLBSL,Bhushan Steel Limited,Tata Steel Bsl Limited,10-DEC-2018
TATASTLLP,Tata Sponge Iron Limited,Tata Steel Long Products Limited,03-SEP-2019
TATAUNISYS,Tata Unisys Ltd,Tata Infotech Limited,25-JUN-1997
TATAVASHIS,TATA VASHISTI DETERGENTS LTD,Vashisti Detergents Limited,04-JUL-1996
TECHIN,Nath Seeds  Limited,TECHINDIA NIRMAN LIMITED,31-OCT-2014
TEMBO,Saketh Exim Limited,Tembo Global Industries Limited,13-APR-2020
TEXINFRA,Texmaco Limited,Texmaco Infrastructure & Holdings Limited,20-MAR-2012
TGBHOTELS,Bhagwati Banquets and Hotels Limited,TGB BANQUETS AND HOTELS LIMITED,31-MAY-2013
THEINVEST,Fortune Financial Services (India) Limited,The Investment Trust Of India Limited,25-JUL-2018
THIRUSUGAR,Thiru Arooran Sugar Industries Ltd,Thiru Arooran Sugars Limited,08-JUN-2006
TIMESGUARN,Times Guaranty Financial Ltd,Times Guaranty Limited,13-JAN-1999
TIMKEN,Tata Timken Ltd,TIMKEN INDIA LTD,07-MAR-2001
TITAGRSTEL,Titagarh Steels Ltd,Titagarh Industries Limited,09-JUL-1997
TITAN,Titan Industries Limited,Titan Company Limited,06-DEC-2013
TODAYS,Todays Writing Products Limited,Todays Writing Instruments Limited,16-DEC-2011
TORRENTAEC,Ahmedabad Electricity Co. Ltd,Torrent Power AEC Limited,17-JUN-2005
TORRENTSEC,Surat Electricity Co. Ltd,Torrent Power SEC Limited,07-JUN-2005
TRENT,Lakme Ltd,Trent Limited,11-AUG-1999
TRIDENT,Abhishek Industries Limited,Trident Limited,03-MAY-2011
TRIGYN,Leading Edge Systems Ltd.,Trigyn Technologies Limited,02-AUG-2000
TTKPHARMA,TTK Pharma Ltd.,TTK Healthcare Limited,31-MAY-2000
TTML,Hughes Tele.com (India) Limited,Tata Teleservices (Maharashtra) Limited,25-JUN-2003
TULIP,Tulip IT Services Limited,Tulip Telecom Limited,21-MAY-2008
TV18BRDCST,ibn18 Broadcast Limited,TV18 Broadcast Limited,19-JUL-2011
TVSMOTOR,TVS Suzuki Limited,TVS Motor Company Limited,03-DEC-2001
TVSSRICHAK,SRICHAKRA TYRES LTD,TVS Srichakra Ltd,12-NOV-1997
TVSWHIRL,TVS WHIRLPOOL LTD,Whirlpool Washing Machines Limited,04-JUL-1996
UBPETRO,UB Petroproducts Ltd,SPIC Organics Limited,09-JUL-1997
UFDMIPIPII,UTI MF - Units of Rs.10/- each - UTI FIIF-MIPII - DPDP,UTI FIIF- MIP II -Direct Plan Monthly Dividend Reinvestment,21-AUG-2019
UFDMIPIPII,UTI MF - Units of Rs.10/- each - UTI FIIF-MIPII - DPDP,UTI FIIF- MIP II -Direct Plan Monthly Dividend Reinvestment,21-AUG-2019
UFDMIPIRII,UTI MF - UTI FIIF - MIP II - DDR,UTI FIIF- MIP II -Direct Plan Monthly Dividend Payout,21-AUG-2019
UFDMIPIRII,UTI MF - UTI FIIF - MIP II - DDR,UTI FIIF- MIP II -Direct Plan Monthly Dividend Payout,21-AUG-2019
UFIMIPIPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDP,UTI FIIF- MIP II -Institutional Monthly Dividend Payout,21-AUG-2019
UFIMIPIPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDP,UTI FIIF- MIP II -Institutional Monthly Dividend Payout,21-AUG-2019
UFIMIPIRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDR,UTI FIIF- MIP II -Institutional Monthly Dividend Reinvestment,21-AUG-2019
UFIMIPIRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - IDR,UTI FIIF- MIP II -Institutional Monthly Dividend Reinvestment,21-AUG-2019
UFIMIPRPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDP,UTI FIIF- MIP II -Retail Monthly Dividend Payout,21-AUG-2019
UFIMIPRPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDP,UTI FIIF- MIP II -Retail Monthly Dividend Payout,21-AUG-2019
UFIMIPRRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDR,UTI FIIF- MIP II -Retail Monthly Dividend Reinvestment,21-AUG-2019
UFIMIPRRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II - RDR,UTI FIIF- MIP II -Retail Monthly Dividend Reinvestment,21-AUG-2019
UFLEX,Flex Industries Ltd.,UFLEX Limited,17-APR-2007
UJAAS,M AND B Switchgears Limited,Ujaas Energy Limited,23-SEP-2013
ULTRACEMCO,Ultratech Cemco Limited,UltraTech Cement Limited,17-DEC-2004
UMESL,Usha Martin Infotech Limited,Usha Martin Education & Solutions Limited,07-JAN-2010
UNITEDCARB,United Carbon Ltd,Cabot India Limited,16-OCT-1996
UNITEDPHOS,United Phosphorous Limited,UPL Limited,23-OCT-2013
UPL,United Phosphorus Limited,UPL Limited,23-OCT-2013
USHAMART,Usha Beltron Limited,Usha Martin Limited,20-OCT-2004
UTFDMIPIPI,UTI MF - UTI FIIF - MIP - I - DPDP,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,21-AUG-2019
UTFDMIPIPI,UTI MF - UTI FIIF - MIP - I - DPDP,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,21-AUG-2019
UTFDMIPIRI,UTI MF - UTI FIIF - MIP - I - DPDR,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,21-AUG-2019
UTFDMIPIRI,UTI MF - UTI FIIF - MIP - I - DPDR,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,21-AUG-2019
UTFIMIPIPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDP,UTI FIIF - MIP - I - Institutional Monthly Dividend Payout,21-AUG-2019
UTFIMIPIPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDP,UTI FIIF - MIP - I - Institutional Monthly Dividend Payout,21-AUG-2019
UTFIMIPIRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDR,UTI FIIF - MIP - I - Institutional Monthly Dividend Reinvestment,21-AUG-2019
UTFIMIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDP,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,21-AUG-2019
UTFIMIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDP,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,21-AUG-2019
UTFIMIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDR,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,21-AUG-2019
UTFIMIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDR,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,21-AUG-2019
UTTAMSTL,Uttam Steel Ltd,Uttam Galva Steels Limited,25-JUL-2002
UTTAMVALUE,Lloyds Steel Industries Limited,Uttam Value Steels Limited,29-APR-2013
V2RETAIL,Vishal Retail Limited,V2 Retail Limited,24-FEB-2012
